8/AOcAEA,HKPD,
8/B2jYx3ifSLd3EMcQQA,HKEY_DYN_DATA,
8/B2cQEA,HKDD,
C9Y11DXVBQA=,S-1-5-,
0zU1MAAA,-500,
c0zJzczLLC4pSizJLwIA,Administrator,
C07NSU0uUdBScCvKz1UIz8wzNooPLU4tckxOzi/NKwEA,Select * From Win32_UserAccount,
C/Z0AQA=,SID,
88lPTsxxTE7OL80rAQA=,LocalAccount,
KykqTQUA,true,
C04NSi0uyS9KDSjKLMvMSU1PBQA=,SeRestorePrivilege,
C04NScxO9S/PSy0qzsgsCCjKLMvMSU1PBQA=,SeTakeOwnershipPrivilege,
C44MDnH1BQA=,SYSTEM,
MwEA,4,
MwUA,5,
MwYA,3,
C07NSU0uUdBScCvKz1UIz8wzNooPriwuSc11KcosSy0CAA==,Select * From Win32_SystemDriver,
C0gsyfBLzE0FAA==,PathName,
C44MDnH1jXEuLSpKzStxzs8rKcrPCU4tiSlOLSrLTE4tBgA=,SYSTEM\CurrentControlSet\services,
Cy5JLCoBAA==,Start,
Cy5JLCoBAA==,Start,
C44MDnH1jXEuLSpKzStxzs8rKcrPCU4tiSlOLSrLTE4tBgA=,SYSTEM\CurrentControlSet\services,
Cy5JLCoBAA==,Start,
Cy5JLCoBAA==,Start,
i6420DGtjVWoNqzlAgA=,"[{0,5}] {1}",
C07NSU0uUdBScCvKz1UIz8wzNooPKMpPTi0uBgA=,Select * From Win32_Process,
c08t8S/PSy0CAA==,GetOwner,
i6420DGtjVWoNtTRNTSrVag2quWsNgYKKVSb1MZUm9ZyAQA=,"[{0,5}] {1,-16} {2}","{3,5} {4}\{5}"
CyjKT04tLvZ0AQA=,ProcessID,
80vMTQUA,Name,
C0gsSs0rCSjKT04tLvZ0AQA=,ParentProcessID,
c0zJzczLLC4pSizJLwIA,Administrator,
qzaoVag2rFXwCAkJ0K82quUCAA==,{0} {1} HTTP/{2},
U4qpjjbQtUzUTdONrTY2q42pVapRgooABYxQuIZmtUoA,"\{[0-9a-f-]{36}\}|""[0-9a-f]{32}""|""[0-9a-f]{16}""",
80zT9cvPS9X1TSxJzgAA,If-None-Match,
UyotTi3yTFGyUqo2qFXSAQA=,"userId:""{0}"",",
UypOLS7OzM/zTFGyUqo2qFXSAQA=,"sessionId:""{0}"",",
UyouSS0oVrKKBgA=,steps:[,
UwrJzE0tLknMLVCyUorRd0ksSdWoNqjVjNFX0gEA,"Timestamp:""\/Date({0})\/"",",
U/LMS0mtULKqNqjVAQA=,"Index:{0},",
U3ItS80rCaksSFWyUvIvyszPU9IBAA==,"EventType:""Orion"",",
U3ItS80r8UvMTVWyUgKzfRPzEtNTi5R0AA==,"EventName:""EventManager"",",
U3IpLUosyczP8y1Wsqo2qNUBAA==,"DurationMs:{0},",
UwouTU5OTU1JTVGyKikqTdUBAA==,"Succeeded:true,",
U/JNLS5OTE9VslKqNqhVAgA=,"Message:""{0}""",
SywoyMlMTizJzM/TzyrOzwMA,application/json,
SywoyMlMTizJzM/Tz08uSS3RLS4pSk3MBQA=,application/octet-stream,
0y3Kzy8BAA==,-root,
001OLSoBAA==,-cert,
0y3NyyxLLSpOzIlPTgQA,-universal_ca,
001OBAA=,-ca,
0y0oysxNLKqMT04EAA==,-primary_ca,
0y3JzE0tLknMLQAA,-timestamp,
003PyU9KzAEA,-global,
0y1OTS4tSk1OBAA=,-secureca,
K8jO1E8uytGvNqitNqytNqrVA/IA,pki/crl/{0}{1}{2}.crl,
c8rPSQEA,Bold,
c8rPSfEsSczJTAYA,BoldItalic,
c60oKUp0ys9JAQA=,ExtraBold,
c60oKUp0ys9J8SxJzMlMBgA=,ExtraBoldItalic,
8yxJzMlMBgA=,Italic,
88lMzygBAA==,Light,
88lMzyjxLEnMyUwGAA==,LightItalic,
C0pNL81JLAIA,Regular,
C07NzXTKz0kBAA==,SemiBold,
C07NzXTKz0nxLEnMyUwGAA==,SemiBoldItalic,
yy9IzStOzCsGAA==,opensans,
y8svyQcA,noto,
SytKTU3LzysBAA==,freefont,
C84vLUpOdc5PSQ0oygcA,SourceCodePro,
C84vLUpODU4tykwLKMoHAA==,SourceSerifPro,
C84vLUpO9UjMC07MKwYA,SourceHanSans,
C84vLUpO9UjMC04tykwDAA==,SourceHanSerif,
S8vPKynWL89PS9OvNqjVrTYEYqNa3fLUpDSgTLVxrR5IzggA,fonts/woff/{0}-{1}-{2}-webfont{3}.woff2,
S8vPKynWL89PS9OvNqjVrTYEYqPaauNaPZCYEQA=,fonts/woff/{0}-{1}-{2}{3}.woff2,
C87PSSwKz8xLKQYA,SolarWinds,
03POLypJrQjIKU3PzAMA,.CortexPlugin,
0/MvyszPAwA=,.Orion,
C88sSs1JLS4GAA==,Wireless,
C/UEAA==,UI,
C89MSU8tKQYA,Widgets,
8wvwBQA=,NPM,
cyzIz8nJBwA=,Apollo,
c87JL03xzc/LLMkvysxLBwA=,CloudMonitoring,
88tPSS0GAA==,Nodes,
C8vPKc1NLQYA,Volumes,
88wrSS1KS0xOLQYA,Interfaces,
c87PLcjPS80rKQYA,Components,
Ky7PLNAvLUjRBwA=,swip/upd/,
06vIzQEA,.xml,
Ky7PLNAPLcjJT0zRSyzOqAAA,swip/Upload.ashx,
Ky7PLNB3LUvNKykGAA==,swip/Events,
881MLsovzk8r0XUuqiwoyXcM8NQHAA==,Microsoft-CryptoAPI/,
C87PSSwKz8xLKfYvyszP88wtKMovS81NzStxzskEkvoA,SolarWindsOrionImprovementClient/,
i/EvyszP88wtKMovS81NzSuJCc7PSSwKz8xLKdZDl9NLrUgFAA==,\OrionImprovement\SolarWinds.OrionImprovement.exe,
M9YzAEJjCyMA,3.0.0.382,
Kyo0Ti9OzCkxKzXMrEyryi8wNTdKMbFMyquwSC7LzU4tz8gCAA==,rq3gsalt6u1iyfzop572d49bnx8cvmkewhj,
M4jX1QMA,0_-.,
K8gwSs1MyzfOMy0tSTfMskixNCksKkvKzTYoTswxN0sGAA==,ph2eifo3n5utg1j8d94qrvbmk0sal76c,
MzA0MjYxNTO3sExMSk5JTUvPyMzKzsnNyy8oLCouKS0rr6is0o3XAwA=,0123456789abcdefghijklmnopqrstuvwxyz-_.,
C04NzigtSckvzwsoyizLzElNTwUA,SeShutdownPrivilege,
